Academic Item,Title,Version Number,Status,Owning Faculty,Academic Org,Display Name,Teaching Period,Attendance Mode,Location,Quota Number
WMMC1050,Multimodal Storytelling,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 6-F2F-DAY-North Ryde,MQUC Term 6,In person-scheduled-weekday,North Ryde,
WFFS0001,Fundamentals of Science,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 6-F2F-DAY-North Ryde,MQUC Term 6,In person-scheduled-weekday,North Ryde,
WFMS0001,Mathematics for STEM,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 1-F2F-DAY-North Ryde,MQUC Term 1,In person-scheduled-weekday,North Ryde,
WMAT1020,Calculus and Linear Algebra II,2023.03,Approved,Macquarie University College,Macquarie University College,MQUC Term 3-F2F-DAY-North Ryde,MQUC Term 3,In person-scheduled-weekday,North Ryde,
WFEN0002,Academic English 2,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 6-F2F-DAY-North Ryde,MQUC Term 6,In person-scheduled-weekday,North Ryde,
WCOM1750,Introduction to Business Information Systems,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 5-F2F-DAY-North Ryde,MQUC Term 5,In person-scheduled-weekday,North Ryde,
WFBU0001,Business Studies,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 1-F2F-DAY-North Ryde,MQUC Term 1,In person-scheduled-weekday,North Ryde,
ARTS3500,Arts Capstone,2023.03,Approved,Faculty of Arts,Owned at Faculty level,Session 2-ONL-S-DAY,Session 2,Online-scheduled-weekday,,
WFMP0001,Digital Media Production,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 1-F2F-DAY-North Ryde,MQUC Term 1,In person-scheduled-weekday,North Ryde,
WCOM1000,Introduction to Computer Programming,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 1-F2F-DAY-North Ryde,MQUC Term 1,In person-scheduled-weekday,North Ryde,
WACO1002,Academic Communication in Science,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 1-F2F-DAY-North Ryde,MQUC Term 1,In person-scheduled-weekday,North Ryde,
WFDI0001,Digital Intelligence,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 5-F2F-DAY-North Ryde,MQUC Term 5,In person-scheduled-weekday,North Ryde,
WACO1003,Academic Communication in Business,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 1-F2F-DAY-North Ryde,MQUC Term 1,In person-scheduled-weekday,North Ryde,
ARTS1000,Humanities and the World,2023.04,Approved,Faculty of Arts,Owned at Faculty level,Session 1-ONL-FLX,Session 1,Online-flexible,,
WMMC1000,Visual Media and Communications,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 6-F2F-DAY-North Ryde,MQUC Term 6,In person-scheduled-weekday,North Ryde,
WECO1031,"Quantitative Methods in Economics, Business and Finance",2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 2-F2F-DAY-North Ryde,MQUC Term 2,In person-scheduled-weekday,North Ryde,
WMMC1110,Media Technologies,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 4-F2F-DAY-North Ryde,MQUC Term 4,In person-scheduled-weekday,North Ryde,
WFMS0001,Mathematics for STEM,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 2-F2F-DAY-North Ryde,MQUC Term 2,In person-scheduled-weekday,North Ryde,
WFBU0001,Business Studies,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 2-F2F-DAY-North Ryde,MQUC Term 2,In person-scheduled-weekday,North Ryde,
WCOM1010,Fundamentals of Computer Science,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 2-F2F-DAY-North Ryde,MQUC Term 2,In person-scheduled-weekday,North Ryde,
WACO1002,Academic Communication in Science,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 2-F2F-DAY-North Ryde,MQUC Term 2,In person-scheduled-weekday,North Ryde,
WFRS0001,Research for University Studies,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 2-F2F-DAY-North Ryde,MQUC Term 2,In person-scheduled-weekday,North Ryde,
WMAT1010,Calculus and Linear Algebra I,2023.03,Approved,Macquarie University College,Macquarie University College,MQUC Term 6-F2F-DAY-North Ryde,MQUC Term 6,In person-scheduled-weekday,North Ryde,
WMAT1020,Calculus and Linear Algebra II,2023.03,Approved,Macquarie University College,Macquarie University College,MQUC Term 4-F2F-DAY-North Ryde,MQUC Term 4,In person-scheduled-weekday,North Ryde,
WACO1003,Academic Communication in Business,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 2-F2F-DAY-North Ryde,MQUC Term 2,In person-scheduled-weekday,North Ryde,
WCOM1000,Introduction to Computer Programming,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 2-F2F-DAY-North Ryde,MQUC Term 2,In person-scheduled-weekday,North Ryde,
WFNS0001,Numeracy Skills for Everyday Life,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 2-F2F-DAY-North Ryde,MQUC Term 2,In person-scheduled-weekday,North Ryde,
WFEN0001,Academic English 1,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 2-F2F-DAY-North Ryde,MQUC Term 2,In person-scheduled-weekday,North Ryde,
WFMP0001,Digital Media Production,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 2-F2F-DAY-North Ryde,MQUC Term 2,In person-scheduled-weekday,North Ryde,
WMGM1002,Principles of Management,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 4-F2F-DAY-North Ryde,MQUC Term 4,In person-scheduled-weekday,North Ryde,
ARTS1000,Humanities and the World,2023.04,Approved,Faculty of Arts,Owned at Faculty level,Session 2-F2F-DAY-North Ryde,Session 2,In person-scheduled-weekday,North Ryde,
WFBU0001,Business Studies,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 3-F2F-DAY-North Ryde,MQUC Term 3,In person-scheduled-weekday,North Ryde,
WFNS0001,Numeracy Skills for Everyday Life,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 3-F2F-DAY-North Ryde,MQUC Term 3,In person-scheduled-weekday,North Ryde,
WFMP0001,Digital Media Production,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 3-F2F-DAY-North Ryde,MQUC Term 3,In person-scheduled-weekday,North Ryde,
WECO1031,"Quantitative Methods in Economics, Business and Finance",2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 3-F2F-DAY-North Ryde,MQUC Term 3,In person-scheduled-weekday,North Ryde,
WACO1002,Academic Communication in Science,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 3-F2F-DAY-North Ryde,MQUC Term 3,In person-scheduled-weekday,North Ryde,
WMAT1020,Calculus and Linear Algebra II,2023.03,Approved,Macquarie University College,Macquarie University College,MQUC Term 6-F2F-DAY-North Ryde,MQUC Term 6,In person-scheduled-weekday,North Ryde,
WCOM1010,Fundamentals of Computer Science,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 3-F2F-DAY-North Ryde,MQUC Term 3,In person-scheduled-weekday,North Ryde,
WACO1003,Academic Communication in Business,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 3-F2F-DAY-North Ryde,MQUC Term 3,In person-scheduled-weekday,North Ryde,
ARTS1000,Humanities and the World,2023.04,Approved,Faculty of Arts,Owned at Faculty level,Session 2-ONL-S-DAY,Session 2,Online-scheduled-weekday,,
WCOM1000,Introduction to Computer Programming,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 3-F2F-DAY-North Ryde,MQUC Term 3,In person-scheduled-weekday,North Ryde,
WFMS0001,Mathematics for STEM,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 3-F2F-DAY-North Ryde,MQUC Term 3,In person-scheduled-weekday,North Ryde,
WMGM1002,Principles of Management,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 5-F2F-DAY-North Ryde,MQUC Term 5,In person-scheduled-weekday,North Ryde,
WMMC1110,Media Technologies,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 5-F2F-DAY-North Ryde,MQUC Term 5,In person-scheduled-weekday,North Ryde,
WFRS0001,Research for University Studies,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 3-F2F-DAY-North Ryde,MQUC Term 3,In person-scheduled-weekday,North Ryde,
WFEN0001,Academic English 1,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 3-F2F-DAY-North Ryde,MQUC Term 3,In person-scheduled-weekday,North Ryde,
WMGM1002,Principles of Management,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 6-F2F-DAY-North Ryde,MQUC Term 6,In person-scheduled-weekday,North Ryde,
WACO1003,Academic Communication in Business,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 4-F2F-DAY-North Ryde,MQUC Term 4,In person-scheduled-weekday,North Ryde,
WCOM1010,Fundamentals of Computer Science,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 4-F2F-DAY-North Ryde,MQUC Term 4,In person-scheduled-weekday,North Ryde,
WFBU0001,Business Studies,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 4-F2F-DAY-North Ryde,MQUC Term 4,In person-scheduled-weekday,North Ryde,
WFNS0001,Numeracy Skills for Everyday Life,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 4-F2F-DAY-North Ryde,MQUC Term 4,In person-scheduled-weekday,North Ryde,
WFMS0001,Mathematics for STEM,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 4-F2F-DAY-North Ryde,MQUC Term 4,In person-scheduled-weekday,North Ryde,
WFRS0001,Research for University Studies,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 4-F2F-DAY-North Ryde,MQUC Term 4,In person-scheduled-weekday,North Ryde,
WFMP0001,Digital Media Production,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 4-F2F-DAY-North Ryde,MQUC Term 4,In person-scheduled-weekday,North Ryde,
WFEN0001,Academic English 1,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 4-F2F-DAY-North Ryde,MQUC Term 4,In person-scheduled-weekday,North Ryde,
WECO1031,"Quantitative Methods in Economics, Business and Finance",2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 4-F2F-DAY-North Ryde,MQUC Term 4,In person-scheduled-weekday,North Ryde,
WCOM1000,Introduction to Computer Programming,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 4-F2F-DAY-North Ryde,MQUC Term 4,In person-scheduled-weekday,North Ryde,
WMMC1110,Media Technologies,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 6-F2F-DAY-North Ryde,MQUC Term 6,In person-scheduled-weekday,North Ryde,
WACO1002,Academic Communication in Science,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 4-F2F-DAY-North Ryde,MQUC Term 4,In person-scheduled-weekday,North Ryde,
WFRS0001,Research for University Studies,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 5-F2F-DAY-North Ryde,MQUC Term 5,In person-scheduled-weekday,North Ryde,
WECO1031,"Quantitative Methods in Economics, Business and Finance",2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 5-F2F-DAY-North Ryde,MQUC Term 5,In person-scheduled-weekday,North Ryde,
WFMS0001,Mathematics for STEM,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 5-F2F-DAY-North Ryde,MQUC Term 5,In person-scheduled-weekday,North Ryde,
WACO1003,Academic Communication in Business,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 5-F2F-DAY-North Ryde,MQUC Term 5,In person-scheduled-weekday,North Ryde,
WFMP0001,Digital Media Production,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 5-F2F-DAY-North Ryde,MQUC Term 5,In person-scheduled-weekday,North Ryde,
WFBU0001,Business Studies,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 5-F2F-DAY-North Ryde,MQUC Term 5,In person-scheduled-weekday,North Ryde,
ARTS1000,Humanities and the World,2023.04,Approved,Faculty of Arts,Owned at Faculty level,Session 2-ONL-FLX,Session 2,Online-flexible,,
WACO1002,Academic Communication in Science,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 5-F2F-DAY-North Ryde,MQUC Term 5,In person-scheduled-weekday,North Ryde,
WFEN0001,Academic English 1,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 5-F2F-DAY-North Ryde,MQUC Term 5,In person-scheduled-weekday,North Ryde,
WCOM1010,Fundamentals of Computer Science,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 5-F2F-DAY-North Ryde,MQUC Term 5,In person-scheduled-weekday,North Ryde,
WFNS0001,Numeracy Skills for Everyday Life,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 5-F2F-DAY-North Ryde,MQUC Term 5,In person-scheduled-weekday,North Ryde,
WCOM1000,Introduction to Computer Programming,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 5-F2F-DAY-North Ryde,MQUC Term 5,In person-scheduled-weekday,North Ryde,
WFRS0001,Research for University Studies,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 6-F2F-DAY-North Ryde,MQUC Term 6,In person-scheduled-weekday,North Ryde,
WACO1002,Academic Communication in Science,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 6-F2F-DAY-North Ryde,MQUC Term 6,In person-scheduled-weekday,North Ryde,
ARTS1000,Humanities and the World,2023.04,Approved,Faculty of Arts,Owned at Faculty level,Session 3-ONL-FLX,Session 3,Online-flexible,,
WFMS0001,Mathematics for STEM,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 6-F2F-DAY-North Ryde,MQUC Term 6,In person-scheduled-weekday,North Ryde,
WCOM1000,Introduction to Computer Programming,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 6-F2F-DAY-North Ryde,MQUC Term 6,In person-scheduled-weekday,North Ryde,
WFEN0001,Academic English 1,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 6-F2F-DAY-North Ryde,MQUC Term 6,In person-scheduled-weekday,North Ryde,
WECO1031,"Quantitative Methods in Economics, Business and Finance",2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 6-F2F-DAY-North Ryde,MQUC Term 6,In person-scheduled-weekday,North Ryde,
WCOM1010,Fundamentals of Computer Science,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 6-F2F-DAY-North Ryde,MQUC Term 6,In person-scheduled-weekday,North Ryde,
WFNS0001,Numeracy Skills for Everyday Life,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 6-F2F-DAY-North Ryde,MQUC Term 6,In person-scheduled-weekday,North Ryde,
WFMP0001,Digital Media Production,2023.02,Approved,Macquarie University College,Macquarie University College,MQUC Term 6-F2F-DAY-North Ryde,MQUC Term 6,In person-scheduled-weekday,North Ryde,
